来源,所属区域,文章标题,发布日期,详情链接,抓取日期
SolarQuarter,全球/其他,ScottishPower Secures £600 Million From The National Wealth Fund To Advance The Eastern Green Link 4 Subsea Project Through Parent Company Iberdrola,2026-03-26,https://solarquarter.com/2026/03/26/scottishpower-secures-600-million-from-the-national-wealth-fund-to-advance-the-eastern-green-link-4-subsea-project-through-parent-company-iberdrola/,2026-03-27
SolarQuarter,全球/其他,Energy Storage Safety Elevated: Sungrow & TÜV Rheinland White Paper Unveiled,2026-03-26,https://solarquarter.com/2026/03/26/energy-storage-safety-elevated-sungrow-tuv-rheinland-white-paper-unveiled/,2026-03-27
SolarQuarter,东亚,Recharge Power Secures 20 MW Energy Storage Deal to Expand Presence in Japan,2026-03-26,https://solarquarter.com/2026/03/26/recharge-power-secures-20-mw-energy-storage-deal-to-expand-presence-in-japan/,2026-03-27
SolarQuarter,跨区域,Sungrow Signs Landmark 1 GWh Energy Storage Agreement With Romania’s ENEVO Group,2026-03-26,https://solarquarter.com/2026/03/26/sungrow-signs-landmark-1-gwh-energy-storage-agreement-with-romanias-enevo-group/,2026-03-27
SolarQuarter,东亚,JR Kyushu And Daiwa Energy Partner To Develop 6.7 MW Solar Project In Japan,2026-03-26,https://solarquarter.com/2026/03/26/jr-kyushu-and-daiwa-energy-partner-to-develop-6-7-mw-solar-project-in-japan/,2026-03-27
SolarQuarter,西欧,Iberdrola Sells Its UK Metering Subsidiary SP Dataserve Through ScottishPower As Part Of Its Portfolio Streamlining Strategy,2026-03-26,https://solarquarter.com/2026/03/26/iberdrola-sells-its-uk-metering-subsidiary-sp-dataserve-through-scottishpower-as-part-of-its-portfolio-streamlining-strategy/,2026-03-27
SolarQuarter,东南亚,Founder Group Secures $8.6 Million Solar EPCC Contract Under Malaysia’s LSS Programme,2026-03-26,https://solarquarter.com/2026/03/26/founder-group-secures-8-6-million-solar-epcc-contract-under-malaysias-lss-programme/,2026-03-27
SolarQuarter,全球/其他,Huasun And Aiko Secure 2.5 GW Solar Orders Across Asia And Europe,2026-03-26,https://solarquarter.com/2026/03/26/huasun-and-aiko-secure-2-5-gw-solar-orders-across-asia-and-europe/,2026-03-27
SolarQuarter,全球/其他,Sungrow Showcases Integrated Solar And Storage Technologies At Solar & Storage Live Johannesburg To Support Africa’s Evolving Energy Needs,2026-03-26,https://solarquarter.com/2026/03/26/sungrow-showcases-integrated-solar-and-storage-technologies-at-solar-storage-live-johannesburg-to-support-africas-evolving-energy-needs/,2026-03-27
SolarQuarter,非洲南部,South Africa Targets End Of Load Reduction Power Cuts By 2026,2026-03-26,https://solarquarter.com/2026/03/26/south-africa-targets-end-of-load-reduction-power-cuts-by-2026/,2026-03-27
SolarQuarter,全球/其他,"In An Interview With ElEconomista, Ignacio S. Galán Says Geopolitical And Energy Crisis Has Limited Impact On Iberdrola",2026-03-26,https://solarquarter.com/2026/03/26/in-an-interview-with-eleconomista-ignacio-s-galan-says-geopolitical-and-energy-crisis-has-limited-impact-on-iberdrola/,2026-03-27
